customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,cluster
1619,62,4,132.61,3,3,5,335,11,4
1620,132,5,160.1,2,4,5,245,11,2
1621,313,5,150.72,1,4,5,145,10,3
1622,294,4,72.96,1,3,3,133,7,3
1623,58,5,135.7,3,4,5,345,12,4
1624,8,3,151.0,4,2,5,425,11,4
1625,33,7,205.26,3,5,5,355,13,2
1626,315,1,4.1,1,1,1,111,3,1
1627,263,3,37.0,1,2,2,122,5,1
1628,41,6,118.4,3,5,4,354,12,4
1629,205,3,60.9,1,2,2,122,5,0
1630,222,2,16.5,1,1,1,111,3,1
1631,138,2,48.6,2,1,2,212,5,0
1632,15,6,117.04,4,5,4,454,13,4
1633,143,2,32.62,2,1,1,211,4,0
1634,27,6,107.3,4,5,4,454,13,4
1635,35,3,41.86,3,2,2,322,7,0
1636,25,6,119.6,4,5,4,454,13,4
1638,293,2,81.5,1,1,3,113,5,3
1639,81,3,114.8,3,2,4,324,9,4
1640,662,2,27.4,1,1,1,111,3,1
1641,190,5,94.7,1,4,4,144,9,3
1642,458,1,5.9,1,1,1,111,3,1
1643,246,2,12.0,1,1,1,111,3,1
1644,535,2,62.62,1,1,3,113,5,3
1645,451,2,31.7,1,1,1,111,3,1
1646,124,7,151.66,2,5,5,255,12,2
1647,10,3,82.88,4,2,3,423,9,4
1648,243,4,89.0,1,3,4,134,8,3
1649,31,7,178.7,3,5,5,355,13,4
1650,551,2,39.8,1,1,2,112,4,1
1651,13,7,220.35,4,5,5,455,14,2
1652,288,5,105.5,1,4,4,144,9,3
1653,23,6,201.0,4,5,5,455,14,2
1654,51,9,247.84,3,5,5,355,13,2
1655,40,4,109.1,3,3,4,334,10,4
1656,61,4,107.14,3,3,4,334,10,4
1657,597,3,38.9,1,2,2,122,5,1
1658,118,5,113.3,2,4,4,244,10,3
1659,30,7,145.5,4,5,5,455,14,4
1660,157,3,76.25,2,2,3,223,7,0
1661,52,6,115.16,3,5,4,354,12,4
1662,201,2,30.0,1,1,1,111,3,1
1663,49,4,100.1,3,3,4,334,10,4
1664,273,3,57.4,1,2,2,122,5,3
1665,31,3,30.0,3,2,1,321,6,0
1666,259,2,38.7,1,1,2,112,4,1
1667,352,1,41.6,1,1,2,112,4,3
1668,131,4,127.2,2,3,4,234,9,3
1669,133,1,52.74,2,1,2,212,5,0
1670,38,3,73.5,3,2,3,323,8,4
1672,84,3,39.6,3,2,2,322,7,0
1673,631,1,13.9,1,1,1,111,3,1
1674,26,4,115.55,4,3,4,434,11,4
1676,80,4,57.6,3,3,2,332,8,0
1677,21,5,219.0,4,4,5,445,13,2
1678,46,4,61.4,3,3,2,332,8,4
1679,22,4,53.2,4,3,2,432,9,4
1680,385,3,67.2,1,2,3,123,6,3
1681,542,2,20.1,1,1,1,111,3,1
1682,59,7,155.66,3,5,5,355,13,4
1683,132,2,29.2,2,1,1,211,4,0
1684,361,3,79.9,1,2,3,123,6,3
1685,134,4,26.7,2,3,1,231,6,0
1686,594,3,39.9,1,2,2,122,5,1
1687,439,5,85.3,1,4,3,143,8,3
1688,50,1,10.1,3,1,1,311,5,0
1689,386,2,54.8,1,1,2,112,4,3
1690,131,6,125.8,2,5,4,254,11,2
1692,185,6,121.65,1,5,4,154,10,2
1693,3,4,71.9,5,3,3,533,11,4
1694,455,2,37.8,1,1,2,112,4,1
1695,329,1,20.6,1,1,1,111,3,1
1696,87,6,81.95,3,5,3,353,11,4
1697,43,6,78.66,3,5,3,353,11,4
1698,161,3,50.64,2,2,2,222,6,0
1699,96,4,98.4,2,3,4,234,9,4
1700,61,2,18.64,3,1,1,311,5,0
1701,227,1,37.9,1,1,2,112,4,0
1702,350,5,71.5,1,4,3,143,8,3
1703,312,3,125.6,1,2,4,124,7,3
1705,79,4,50.85,3,3,2,332,8,0
1706,138,4,155.0,2,3,5,235,10,2
1707,204,2,24.5,1,1,1,111,3,1
1708,2,4,159.4,5,3,5,535,13,4
1709,252,2,34.4,1,1,1,111,3,1
1710,25,3,100.0,4,2,4,424,10,4
1711,38,8,163.66,3,5,5,355,13,4
1712,487,2,79.1,1,1,3,113,5,3
1714,150,2,44.4,2,1,2,212,5,0
1715,179,6,284.89,2,5,5,255,12,2
1716,501,3,101.2,1,2,4,124,7,3
1717,51,3,55.3,3,2,2,322,7,0
1718,291,3,62.95,1,2,3,123,6,3
1719,104,5,85.84,2,4,3,243,9,0
1720,25,2,39.04,4,1,2,412,7,0
1721,76,2,11.8,3,1,1,311,5,0
1722,125,6,68.45,2,5,3,253,10,2
1723,22,4,87.34,4,3,3,433,10,4
1724,112,4,107.0,2,3,4,234,9,3
1725,429,3,82.35,1,2,3,123,6,3
1726,4,5,132.1,5,4,5,545,14,4
1727,165,2,32.4,2,1,1,211,4,0
1728,137,3,41.1,2,2,2,222,6,0
1729,15,6,174.7,4,5,5,455,14,4
1730,5,4,43.0,5,3,2,532,10,4
1731,40,6,97.2,3,5,4,354,12,4
1732,215,3,50.0,1,2,2,122,5,0
1733,190,4,133.6,1,3,5,135,9,3
1734,170,6,181.0,2,5,5,255,12,2
1735,511,2,104.0,1,1,4,114,6,3
1736,123,5,83.0,2,4,3,243,9,0
1737,116,6,156.95,2,5,5,255,12,2
1738,455,4,40.85,1,3,2,132,6,3
1739,213,2,55.9,1,1,2,112,4,0
1740,404,7,125.8,1,5,4,154,10,3
1741,10,6,117.6,4,5,4,454,13,4
1742,18,4,111.7,4,3,4,434,11,4
1743,47,4,86.6,3,3,3,333,9,4
1744,93,2,7.65,2,1,1,211,4,0
1745,648,1,14.4,1,1,1,111,3,1
1746,77,5,49.5,3,4,2,342,9,4
1747,378,5,67.2,1,4,3,143,8,3
1748,297,5,85.8,1,4,3,143,8,3
1749,360,3,87.34,1,2,3,123,6,3
1750,325,5,112.96,1,4,4,144,9,3
1751,280,4,58.9,1,3,2,132,6,3
1752,255,5,48.6,1,4,2,142,7,3
1753,131,7,124.5,2,5,4,254,11,2
1754,104,5,108.8,2,4,4,244,10,4
1755,574,2,16.9,1,1,1,111,3,1
1756,98,4,72.6,2,3,3,233,8,0
1757,7,4,108.0,5,3,4,534,12,4
1758,307,3,127.84,1,2,5,125,8,3
1759,95,3,127.8,2,2,5,225,9,4
1760,341,3,50.8,1,2,2,122,5,3
1761,89,7,228.22,3,5,5,355,13,2
1762,182,2,11.0,1,1,1,111,3,1
1763,3,3,57.45,5,2,2,522,9,4
1764,45,5,58.6,3,4,2,342,9,4
1765,294,3,112.8,1,2,4,124,7,3
1766,343,2,79.75,1,1,3,113,5,3
1767,67,6,102.36,3,5,4,354,12,4
1768,117,7,122.61,2,5,4,254,11,2
1769,0,2,26.8,5,1,1,511,7,0
1770,41,5,45.52,3,4,2,342,9,4
1771,282,3,34.0,1,2,1,121,4,1
1772,58,4,57.5,3,3,2,332,8,4
1773,59,4,71.1,3,3,3,333,9,4
1774,145,5,62.65,2,4,3,243,9,0
1775,80,1,41.4,3,1,2,312,6,0
1776,259,6,109.3,1,5,4,154,10,3
1777,27,7,185.9,4,5,5,455,14,4
1778,373,3,85.3,1,2,3,123,6,3
1779,63,3,101.1,3,2,4,324,9,4
1780,78,5,119.05,3,4,4,344,11,4
1781,207,3,65.46,1,2,3,123,6,0
1782,81,6,164.2,3,5,5,355,13,4
1783,176,6,126.24,2,5,4,254,11,2
1784,95,3,66.7,2,2,3,223,7,0
1785,9,7,193.0,4,5,5,455,14,4
1786,323,3,24.3,1,2,1,121,4,1
1787,60,3,232.7,3,2,5,325,10,2
1788,10,7,105.55,4,5,4,454,13,4
1789,69,5,100.4,3,4,4,344,11,4
1790,276,2,22.7,1,1,1,111,3,1
1791,454,3,59.4,1,2,2,122,5,3
1792,137,3,182.84,2,2,5,225,9,2
1793,26,10,345.1,4,5,5,455,14,2
1794,104,2,26.3,2,1,1,211,4,0
1795,271,2,65.75,1,1,3,113,5,3
1796,57,6,86.4,3,5,3,353,11,4
1797,411,5,92.09,1,4,4,144,9,3
1798,363,8,135.2,1,5,5,155,11,3
1799,94,4,46.82,2,3,2,232,7,0
1800,152,4,81.4,2,3,3,233,8,0
1801,201,5,47.3,1,4,2,142,7,3
1803,232,4,53.9,1,3,2,132,6,3
1804,30,3,81.9,4,2,3,423,9,4
1805,204,3,42.3,1,2,2,122,5,0
1806,177,2,108.12,2,1,4,214,7,3
1807,12,3,85.7,4,2,3,423,9,4
1808,162,4,109.8,2,3,4,234,9,3
1809,429,2,38.4,1,1,2,112,4,1
1810,443,4,107.2,1,3,4,134,8,3
1811,98,7,145.3,2,5,5,255,12,2
1812,77,1,49.8,3,1,2,312,6,0
1813,394,1,50.9,1,1,2,112,4,3
1814,40,6,97.4,3,5,4,354,12,4
1815,122,5,67.3,2,4,3,243,9,0
1816,496,4,88.11,1,3,4,134,8,3
1817,131,5,133.2,2,4,5,245,11,2
1818,111,4,48.6,2,3,2,232,7,0
1819,12,5,206.9,4,4,5,445,13,2
1820,267,5,85.4,1,4,3,143,8,3
1821,223,3,140.2,1,2,5,125,8,2
1822,302,4,59.9,1,3,2,132,6,3
1823,33,3,120.9,3,2,4,324,9,4
1824,59,4,70.4,3,3,3,333,9,4
1825,39,4,104.9,3,3,4,334,10,4
1826,376,1,11.7,1,1,1,111,3,1
1827,182,9,158.6,1,5,5,155,11,2
1828,281,3,38.25,1,2,2,122,5,1
1829,194,4,67.0,1,3,3,133,7,0
1830,348,2,36.5,1,1,1,111,3,1
1831,355,3,67.15,1,2,3,123,6,3
1832,43,6,154.75,3,5,5,355,13,4
1833,159,4,80.8,2,3,3,233,8,0
1834,38,3,72.16,3,2,3,323,8,4
1835,191,4,106.64,1,3,4,134,8,3
1836,113,3,95.0,2,2,4,224,8,0
1837,174,4,87.75,2,3,3,233,8,0
1838,280,4,91.9,1,3,4,134,8,3
1839,82,5,142.2,3,4,5,345,12,4
1840,367,2,40.9,1,1,2,112,4,1
1841,234,2,28.6,1,1,1,111,3,1
1842,310,3,45.8,1,2,2,122,5,1
1843,24,4,56.65,4,3,2,432,9,4
1844,47,6,109.72,3,5,4,354,12,4
1845,145,3,20.0,2,2,1,221,5,0
1846,31,5,62.5,3,4,3,343,10,4
1847,257,4,60.05,1,3,2,132,6,3
1848,177,4,47.25,2,3,2,232,7,0
1849,188,3,61.42,1,2,2,122,5,0
1850,294,4,99.2,1,3,4,134,8,3
1851,172,4,82.0,2,3,3,233,8,0
1852,478,4,54.52,1,3,2,132,6,3
1853,213,4,126.1,1,3,4,134,8,3
1854,157,3,38.7,2,2,2,222,6,0
1855,51,4,160.65,3,3,5,335,11,4
1856,65,4,95.9,3,3,4,334,10,4
1857,111,2,80.7,2,1,3,213,6,0
1858,249,2,38.7,1,1,2,112,4,1
1859,216,5,161.4,1,4,5,145,10,2
1860,522,2,14.7,1,1,1,111,3,1
1861,140,2,32.9,2,1,1,211,4,0
1862,116,5,225.65,2,4,5,245,11,2
1863,148,4,110.6,2,3,4,234,9,3
1864,94,4,61.6,2,3,2,232,7,0
1865,27,6,146.6,4,5,5,455,14,4
1866,52,7,244.5,3,5,5,355,13,2
1867,276,4,67.7,1,3,3,133,7,3
1868,424,3,68.5,1,2,3,123,6,3
1869,228,4,51.0,1,3,2,132,6,3
1870,112,8,257.54,2,5,5,255,12,2
1871,381,1,21.9,1,1,1,111,3,1
1872,128,3,47.7,2,2,2,222,6,0
1873,102,3,39.1,2,2,2,222,6,0
1874,154,4,35.9,2,3,1,231,6,0
1875,154,2,69.9,2,1,3,213,6,0
1876,197,1,25.3,1,1,1,111,3,1
1877,456,4,43.22,1,3,2,132,6,3
1878,33,9,127.61,3,5,5,355,13,4
1879,417,4,34.4,1,3,1,131,5,3
1880,106,2,18.8,2,1,1,211,4,0
1881,76,5,51.05,3,4,2,342,9,4
1882,96,3,97.4,2,2,4,224,8,4
1883,55,5,66.7,3,4,3,343,10,4
1884,19,2,105.05,4,1,4,414,9,4
1885,5,4,78.5,5,3,3,533,11,4
1886,28,2,22.56,4,1,1,411,6,0
1887,51,7,185.8,3,5,5,355,13,4
1888,207,6,183.1,1,5,5,155,11,2
1889,124,8,234.75,2,5,5,255,12,2
1890,217,4,197.2,1,3,5,135,9,2
1891,543,2,22.8,1,1,1,111,3,1
1892,40,6,109.12,3,5,4,354,12,4
1893,270,4,92.3,1,3,4,134,8,3
1894,88,4,141.2,3,3,5,335,11,4
1895,402,6,118.38,1,5,4,154,10,3
1896,379,4,111.3,1,3,4,134,8,3
1897,339,4,47.4,1,3,2,132,6,3
1898,414,1,12.8,1,1,1,111,3,1
1899,67,5,93.64,3,4,4,344,11,4
1900,97,4,74.44,2,3,3,233,8,0
1901,31,3,99.2,3,2,4,324,9,4
1902,29,3,59.22,4,2,2,422,8,4
1903,295,4,62.45,1,3,3,133,7,3
1904,256,3,61.2,1,2,2,122,5,3
1905,73,9,253.51,3,5,5,355,13,2
1907,164,2,51.2,2,1,2,212,5,0
1908,157,10,180.64,2,5,5,255,12,2
1909,121,2,44.8,2,1,2,212,5,0
1910,61,5,85.6,3,4,3,343,10,4
1911,211,2,74.66,1,1,3,113,5,0
1912,130,3,55.1,2,2,2,222,6,0
1913,134,5,195.7,2,4,5,245,11,2
1914,209,3,36.55,1,2,1,121,4,0
1915,145,2,13.0,2,1,1,211,4,0
1916,44,3,34.65,3,2,1,321,6,0
1917,154,5,137.0,2,4,5,245,11,2
1918,92,2,70.4,2,1,3,213,6,0
1919,134,2,39.6,2,1,2,212,5,0
1920,317,2,30.0,1,1,1,111,3,1
1921,49,7,193.0,3,5,5,355,13,4
1922,84,9,98.9,3,5,4,354,12,2
1923,24,6,93.15,4,5,4,454,13,4
1924,43,6,72.99,3,5,3,353,11,4
1925,575,1,10.7,1,1,1,111,3,1
1926,75,3,65.0,3,2,3,323,8,0
1927,229,2,38.6,1,1,2,112,4,1
1928,104,3,99.8,2,2,4,224,8,4
1929,173,7,126.9,2,5,4,254,11,2
1930,45,6,115.3,3,5,4,354,12,4
1931,82,6,157.7,3,5,5,355,13,4
1932,114,9,179.8,2,5,5,255,12,2
1933,435,1,16.2,1,1,1,111,3,1
1934,146,5,185.8,2,4,5,245,11,2
1935,489,4,49.6,1,3,2,132,6,3
1936,137,2,42.2,2,1,2,212,5,0
1937,74,5,67.8,3,4,3,343,10,4
1938,236,4,72.0,1,3,3,133,7,3
1939,61,5,137.52,3,4,5,345,12,4
1940,42,5,204.15,3,4,5,345,12,2
1941,105,2,36.6,2,1,1,211,4,0
1942,441,2,39.0,1,1,2,112,4,1
1943,91,5,140.86,2,4,5,245,11,4
1944,121,2,21.7,2,1,1,211,4,0
1945,244,5,115.9,1,4,4,144,9,3
1946,22,6,110.5,4,5,4,454,13,4
1947,532,3,112.0,1,2,4,124,7,3
1948,127,6,129.75,2,5,5,255,12,2
1949,161,6,219.8,2,5,5,255,12,2
1950,49,5,43.35,3,4,2,342,9,4
1951,69,3,108.1,3,2,4,324,9,4
1952,37,2,85.3,3,1,3,313,7,4
1953,296,1,57.2,1,1,2,112,4,3
1954,146,3,114.62,2,2,4,224,8,3
1955,320,4,76.12,1,3,3,133,7,3
1956,716,1,11.3,1,1,1,111,3,1
1957,333,2,20.8,1,1,1,111,3,1
1958,180,2,101.5,2,1,4,214,7,3
1959,17,7,160.6,4,5,5,455,14,4
1960,355,1,25.2,1,1,1,111,3,1
1961,15,6,54.9,4,5,2,452,11,4
1962,205,3,70.8,1,2,3,123,6,0
1963,0,1,11.1,5,1,1,511,7,0
1964,394,4,53.17,1,3,2,132,6,3
1965,148,2,44.2,2,1,2,212,5,0
1966,433,7,91.24,1,5,4,154,10,3
1967,64,6,93.95,3,5,4,354,12,4
1968,88,4,101.0,3,3,4,334,10,4
1969,160,5,76.76,2,4,3,243,9,0
1970,567,4,100.7,1,3,4,134,8,3
1971,103,3,120.55,2,2,4,224,8,4
1972,211,2,25.9,1,1,1,111,3,1
1973,67,1,114.9,3,1,4,314,8,4
1974,241,1,76.6,1,1,3,113,5,3
1975,95,2,23.3,2,1,1,211,4,0
1976,77,1,6.7,3,1,1,311,5,0
1977,352,1,41.9,1,1,2,112,4,3
1978,299,3,105.9,1,2,4,124,7,3
1979,39,8,193.7,3,5,5,355,13,2
1980,76,5,49.83,3,4,2,342,9,4
1981,60,2,54.7,3,1,2,312,6,0
1982,16,3,89.2,4,2,4,424,10,4
1983,143,7,199.6,2,5,5,255,12,2
1985,34,3,39.75,3,2,2,322,7,0
1987,76,3,76.0,3,2,3,323,8,4
1988,113,2,56.9,2,1,2,212,5,0
1989,112,1,7.6,2,1,1,211,4,0
1990,151,3,42.2,2,2,2,222,6,0
1991,21,9,201.2,4,5,5,455,14,2
1992,124,3,103.8,2,2,4,224,8,3
1993,175,3,81.9,2,2,3,223,7,0
1994,86,3,83.1,3,2,3,323,8,4
1995,201,5,58.22,1,4,2,142,7,3
1996,234,4,51.75,1,3,2,132,6,3
1997,2,6,150.12,5,5,5,555,15,4
1998,226,9,168.05,1,5,5,155,11,2
1999,128,4,159.24,2,3,5,235,10,2
2000,129,2,82.4,2,1,3,213,6,0
2001,112,7,264.32,2,5,5,255,12,2
2002,71,1,47.3,3,1,2,312,6,0
2003,37,2,44.7,3,1,2,312,6,0
2004,131,5,118.8,2,4,4,244,10,3
2005,99,4,83.99,2,3,3,233,8,0
2006,22,2,32.0,4,1,1,411,6,0
2007,37,2,51.85,3,1,2,312,6,4
2008,70,3,11.65,3,2,1,321,6,0
2009,80,3,49.4,3,2,2,322,7,0
2010,11,4,55.34,4,3,2,432,9,4
2011,7,8,86.86,5,5,3,553,13,4
2012,276,2,13.2,1,1,1,111,3,1
2013,122,3,32.45,2,2,1,221,5,0
2014,190,8,84.5,1,5,3,153,9,2
2015,232,2,22.6,1,1,1,111,3,1
2016,137,2,47.6,2,1,2,212,5,0
2017,68,7,180.4,3,5,5,355,13,4
2018,127,5,139.6,2,4,5,245,11,2
2019,46,7,91.1,3,5,4,354,12,4
2020,41,3,67.8,3,2,3,323,8,4
2021,352,1,20.6,1,1,1,111,3,1
2022,161,6,260.7,2,5,5,255,12,2
2023,121,3,64.1,2,2,3,223,7,0
2024,527,2,10.25,1,1,1,111,3,1
2025,412,3,73.4,1,2,3,123,6,3
2026,411,2,75.2,1,1,3,113,5,3
2027,447,2,37.45,1,1,2,112,4,1
2028,10,6,134.29,4,5,5,455,14,4
2029,175,5,86.7,2,4,3,243,9,0
2030,117,3,33.22,2,2,1,221,5,0
2031,307,4,153.9,1,3,5,135,9,3
2032,155,2,54.45,2,1,2,212,5,0
2033,319,4,201.5,1,3,5,135,9,2
2034,80,3,62.46,3,2,3,323,8,0
2035,7,3,113.22,5,2,4,524,11,4
2036,490,3,32.3,1,2,1,121,4,1
2037,255,3,101.95,1,2,4,124,7,3
2038,227,5,76.95,1,4,3,143,8,3
2039,99,2,47.4,2,1,2,212,5,0
2040,84,6,140.0,3,5,5,355,13,4
2041,97,7,146.7,2,5,5,255,12,2
2042,41,6,139.24,3,5,5,355,13,4
2043,253,5,113.56,1,4,4,144,9,3
2044,14,4,66.01,4,3,3,433,10,4
2045,23,7,148.4,4,5,5,455,14,4
2046,131,2,35.25,2,1,1,211,4,0
2047,10,5,96.8,4,4,4,444,12,4
2048,14,6,73.2,4,5,3,453,12,4
2049,84,4,95.3,3,3,4,334,10,4
2050,185,2,23.9,1,1,1,111,3,1
2051,46,8,279.4,3,5,5,355,13,2
2053,100,3,32.2,2,2,1,221,5,0
2054,15,3,95.12,4,2,4,424,10,4
2055,52,7,101.85,3,5,4,354,12,4
2056,36,6,145.23,3,5,5,355,13,4
2057,47,2,32.54,3,1,1,311,5,0
2058,209,4,65.76,1,3,3,133,7,0
2059,479,4,165.35,1,3,5,135,9,3
2060,157,2,36.4,2,1,1,211,4,0
2061,3,4,112.0,5,3,4,534,12,4
2062,99,3,48.11,2,2,2,222,6,0
2063,33,6,116.9,3,5,4,354,12,4
2064,131,3,53.0,2,2,2,222,6,0
2065,342,6,84.0,1,5,3,153,9,3
2066,223,4,137.7,1,3,5,135,9,3
2067,140,4,36.54,2,3,1,231,6,0
2068,206,5,81.65,1,4,3,143,8,3
2069,181,5,146.1,1,4,5,145,10,2
2070,11,9,223.85,4,5,5,455,14,2
2071,77,4,82.66,3,3,3,333,9,4
2072,32,5,73.2,3,4,3,343,10,4
2073,195,4,83.65,1,3,3,133,7,0
2074,10,4,55.2,4,3,2,432,9,4
2075,344,3,18.0,1,2,1,121,4,3
2076,26,4,58.0,4,3,2,432,9,4
2077,229,4,170.9,1,3,5,135,9,2
2078,75,2,59.04,3,1,2,312,6,0
2079,164,5,168.41,2,4,5,245,11,2
2080,253,2,53.6,1,1,2,112,4,3
2081,342,3,103.0,1,2,4,124,7,3
2082,37,4,45.9,3,3,2,332,8,4
2083,53,4,108.0,3,3,4,334,10,4
2084,137,2,25.3,2,1,1,211,4,0
2085,252,4,66.7,1,3,3,133,7,3
2086,211,6,182.4,1,5,5,155,11,2
2087,265,4,70.0,1,3,3,133,7,3
2088,324,2,32.7,1,1,1,111,3,1
2089,60,7,161.3,3,5,5,355,13,4
2091,72,4,69.4,3,3,3,333,9,4
2092,54,5,95.3,3,4,4,344,11,4
2093,201,6,159.3,1,5,5,155,11,2
2094,602,3,34.44,1,2,1,121,4,1
2095,92,2,38.2,2,1,2,212,5,0
2096,339,1,8.6,1,1,1,111,3,1
2097,90,3,111.27,3,2,4,324,9,4
2098,436,2,35.8,1,1,1,111,3,1
2100,78,6,151.14,3,5,5,355,13,4
2101,10,4,39.6,4,3,2,432,9,4
2102,234,5,108.5,1,4,4,144,9,3
2103,294,1,20.55,1,1,1,111,3,1
2104,71,4,110.4,3,3,4,334,10,4
2105,343,2,72.06,1,1,3,113,5,3
2106,36,5,56.4,3,4,2,342,9,4
2107,33,6,107.5,3,5,4,354,12,4
2108,90,3,53.1,3,2,2,322,7,0
2109,63,4,51.9,3,3,2,332,8,4
2110,154,3,81.5,2,2,3,223,7,0
2111,308,4,63.51,1,3,3,133,7,3
2112,572,2,19.0,1,1,1,111,3,1
2113,114,3,44.6,2,2,2,222,6,0
2114,54,3,33.3,3,2,1,321,6,0
2115,42,3,61.4,3,2,2,322,7,4
2116,123,2,12.1,2,1,1,211,4,0
2117,53,3,146.28,3,2,5,325,10,4
2118,165,2,68.2,2,1,3,213,6,0
2119,97,3,69.2,2,2,3,223,7,0
2120,84,7,180.0,3,5,5,355,13,2
2121,422,2,20.6,1,1,1,111,3,1
2122,267,4,82.15,1,3,3,133,7,3
2123,572,1,38.6,1,1,2,112,4,1
2125,188,2,60.9,1,1,2,112,4,0
2126,612,1,49.0,1,1,2,112,4,3
2127,41,5,95.22,3,4,4,344,11,4
2128,142,5,111.23,2,4,4,244,10,3
2129,141,6,109.9,2,5,4,254,11,2
2131,125,6,90.0,2,5,4,254,11,3
2132,376,5,76.2,1,4,3,143,8,3
2133,147,7,169.96,2,5,5,255,12,2
2134,95,3,69.4,2,2,3,223,7,0
2135,339,2,62.8,1,1,3,113,5,3
2136,323,1,9.0,1,1,1,111,3,1
2137,614,2,93.3,1,1,4,114,6,3
2138,301,7,221.86,1,5,5,155,11,2
2139,258,5,81.6,1,4,3,143,8,3
2140,0,3,22.7,5,2,1,521,8,0
2141,297,4,31.0,1,3,1,131,5,3
2142,188,5,156.0,1,4,5,145,10,2
2143,158,3,49.3,2,2,2,222,6,0
2144,359,5,148.6,1,4,5,145,10,3
2145,18,2,16.8,4,1,1,411,6,0
2146,193,3,72.9,1,2,3,123,6,0
2147,48,4,53.6,3,3,2,332,8,4
2148,164,5,62.25,2,4,3,243,9,0
2149,221,4,93.0,1,3,4,134,8,3
2151,92,5,176.94,2,4,5,245,11,2
2152,118,5,78.9,2,4,3,243,9,0
2153,381,2,17.09,1,1,1,111,3,1
2154,290,5,97.7,1,4,4,144,9,3
2155,414,4,40.4,1,3,2,132,6,3
2156,145,4,44.2,2,3,2,232,7,0
2157,62,4,120.56,3,3,4,334,10,4
2158,151,2,56.8,2,1,2,212,5,0
2159,166,3,80.06,2,2,3,223,7,0
2160,85,6,126.96,3,5,4,354,12,4
2161,462,2,19.92,1,1,1,111,3,1
2162,194,3,107.5,1,2,4,124,7,3
2164,36,9,155.6,3,5,5,355,13,4
2165,115,6,65.3,2,5,3,253,10,2
2166,20,6,117.75,4,5,4,454,13,4
2167,22,4,122.4,4,3,4,434,11,4
2168,35,3,40.95,3,2,2,322,7,0
2169,59,5,83.4,3,4,3,343,10,4
2170,195,3,94.45,1,2,4,124,7,3
2171,118,6,187.5,2,5,5,255,12,2
2172,303,2,59.8,1,1,2,112,4,3
2173,141,2,40.1,2,1,2,212,5,0
2174,468,3,30.8,1,2,1,121,4,1
2175,299,6,102.52,1,5,4,154,10,3
2176,144,5,108.8,2,4,4,244,10,3
2177,454,3,43.85,1,2,2,122,5,1
2178,10,5,177.1,4,4,5,445,13,4
2179,258,1,41.15,1,1,2,112,4,3
2180,377,2,21.1,1,1,1,111,3,1
2181,190,3,73.6,1,2,3,123,6,0
2183,366,3,45.6,1,2,2,122,5,1
2184,23,8,241.86,4,5,5,455,14,2
2185,80,4,69.9,3,3,3,333,9,0
2186,120,6,128.25,2,5,5,255,12,2
2187,136,3,37.75,2,2,2,222,6,0
2188,32,4,74.75,3,3,3,333,9,4
2190,80,2,39.1,3,1,2,312,6,0
2191,50,4,101.67,3,3,4,334,10,4
2192,323,2,27.3,1,1,1,111,3,1
2193,91,11,361.45,2,5,5,255,12,2
2194,208,5,127.91,1,4,5,145,10,3
2195,173,4,58.76,2,3,2,232,7,0
2196,82,5,103.4,3,4,4,344,11,4
2197,542,1,13.8,1,1,1,111,3,1
2198,507,1,22.8,1,1,1,111,3,1
2199,576,2,33.0,1,1,1,111,3,1
2200,81,3,94.9,3,2,4,324,9,4
2201,222,4,117.65,1,3,4,134,8,3
2202,93,6,169.45,2,5,5,255,12,2
2203,186,1,64.2,1,1,3,113,5,0
2204,94,5,108.6,2,4,4,244,10,4
2205,298,2,54.3,1,1,2,112,4,3
2206,74,3,40.5,3,2,2,322,7,0
2207,266,4,74.2,1,3,3,133,7,3
2208,153,1,95.8,2,1,4,214,7,2
2209,88,5,156.4,3,4,5,345,12,4
2210,96,5,271.95,2,4,5,245,11,2
2211,31,4,74.3,3,3,3,333,9,4
2212,63,5,88.4,3,4,4,344,11,4
2213,492,1,5.3,1,1,1,111,3,1
2214,345,1,30.6,1,1,1,111,3,1
2215,34,7,128.8,3,5,5,355,13,4
2216,43,1,24.2,3,1,1,311,5,0
2217,28,3,91.05,4,2,4,424,10,4
2218,181,6,80.6,1,5,3,153,9,3
2219,257,3,19.2,1,2,1,121,4,3
2220,148,2,28.2,2,1,1,211,4,0
2221,12,3,83.42,4,2,3,423,9,4
2222,2,7,170.95,5,5,5,555,15,4
2225,246,4,82.5,1,3,3,133,7,3
2226,296,6,108.1,1,5,4,154,10,3
2227,193,2,27.7,1,1,1,111,3,1
2228,214,2,45.66,1,1,2,112,4,0
2229,8,8,210.51,4,5,5,455,14,2
2230,216,4,186.6,1,3,5,135,9,2
2231,27,6,109.2,4,5,4,454,13,4
2232,238,5,155.7,1,4,5,145,10,2
2233,124,4,86.05,2,3,3,233,8,0
2234,6,6,164.2,5,5,5,555,15,4
2235,66,6,113.35,3,5,4,354,12,4
2236,330,4,104.36,1,3,4,134,8,3
2237,324,4,89.6,1,3,4,134,8,3
2238,24,4,100.9,4,3,4,434,11,4
2239,17,3,69.41,4,2,3,423,9,4
2240,29,5,81.54,4,4,3,443,11,4
2241,73,4,78.9,3,3,3,333,9,4
2242,208,4,87.82,1,3,3,133,7,3
2243,106,4,74.9,2,3,3,233,8,0
2244,276,6,141.8,1,5,5,155,11,3
2245,229,4,98.56,1,3,4,134,8,3
