member_number,order_id,date,product_id,product_name,category,items,price,gross_sales
1509,1509_1,09-04-2014,70,margarine,Pantry Staples,1,3.5,3.5
1509,1509_3,09-07-2014,16,butter milk,Dairy,2,6.1,12.2
1509,1509_3,09-07-2014,18,yogurt,Dairy,1,2.2,2.2
1509,1509_4,13-05-2015,14,chocolate,Bakery & Sweets,2,11.5,23.0
1509,1509_4,13-05-2015,61,liquor,Beverages,2,8.5,17.0
1509,1509_2,28-05-2014,7,citrus fruit,Fresh Food,3,1.5,4.5
1509,1509_2,28-05-2014,69,domestic eggs,Fresh Food,2,1.25,2.5
1509,1509_6,30-12-2015,4,other vegetables,Fresh Food,2,0.8,1.6
1509,1509_6,30-12-2015,63,liquor (appetizer),Beverages,3,11.2,33.599999999999994
1510,1510_3,03-12-2014,8,beef,Fresh Food,3,19.5,58.5
1510,1510_3,03-12-2014,12,fruit/vegetable juice,Beverages,3,2.1,6.300000000000001
1510,1510_3,03-12-2014,25,canned beer,Beverages,3,1.1,3.3000000000000003
1510,1510_2,13-10-2014,2,whole milk,Dairy,1,1.8,1.8
1510,1510_2,13-10-2014,15,specialty bar,Bakery & Sweets,1,5.2,5.2
1510,1510_2,13-10-2014,36,frozen meals,Frozen & Processed Food,1,9.7,9.7
1510,1510_2,13-10-2014,132,kitchen towels,Household & Hygiene,2,4.83,9.66
1510,1510_5,16-05-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1510,1510_5,16-05-2015,19,sausage,Fresh Food,3,3.1,9.3
1510,1510_5,16-05-2015,58,ice cream,Frozen & Processed Food,2,1.8,3.6
1510,1510_1,17-04-2014,2,whole milk,Dairy,3,1.8,5.4
1510,1510_1,17-04-2014,4,other vegetables,Fresh Food,1,0.8,0.8
1510,1510_6,21-08-2015,2,whole milk,Dairy,2,1.8,3.6
1510,1510_6,21-08-2015,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1510,1510_4,24-12-2014,65,candy,Bakery & Sweets,1,3.6,3.6
1510,1510_4,24-12-2014,69,domestic eggs,Fresh Food,3,1.25,3.75
1510,1510_7,25-10-2015,29,ham,Fresh Food,3,15.2,45.599999999999994
1510,1510_7,25-10-2015,38,soda,Beverages,1,0.8,0.8
1511,1511_2,22-03-2015,58,ice cream,Frozen & Processed Food,3,1.8,5.4
1511,1511_2,22-03-2015,71,shopping bags,Household & Hygiene,1,5.12,5.12
1511,1511_1,28-08-2014,17,bottled water,Beverages,1,0.5,0.5
1511,1511_1,28-08-2014,45,curd,Dairy,3,9.8,29.400000000000002
1512,1512_2,03-06-2014,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1512,1512_2,03-06-2014,18,yogurt,Dairy,2,2.2,4.4
1512,1512_2,03-06-2014,39,detergent,Household & Hygiene,2,5.5,11.0
1512,1512_4,20-09-2015,10,chicken,Fresh Food,1,7.2,7.2
1512,1512_4,20-09-2015,69,domestic eggs,Fresh Food,3,1.25,3.75
1512,1512_3,23-02-2015,2,whole milk,Dairy,3,1.8,5.4
1512,1512_3,23-02-2015,71,shopping bags,Household & Hygiene,3,5.12,15.36
1512,1512_3,23-02-2015,80,salty snack,Snacks,2,0.5,1.0
1512,1512_1,29-04-2014,12,fruit/vegetable juice,Beverages,1,2.1,2.1
1512,1512_1,29-04-2014,50,bottled beer,Beverages,3,1.8,5.4
1513,1513_2,03-08-2015,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1513,1513_2,03-08-2015,14,chocolate,Bakery & Sweets,1,11.5,11.5
1513,1513_2,03-08-2015,15,specialty bar,Bakery & Sweets,2,5.2,10.4
1513,1513_2,03-08-2015,18,yogurt,Dairy,3,2.2,6.6000000000000005
1513,1513_2,03-08-2015,114,napkins,Household & Hygiene,1,21.8,21.8
1513,1513_3,12-11-2015,19,sausage,Fresh Food,3,3.1,9.3
1513,1513_3,12-11-2015,50,bottled beer,Beverages,3,1.8,5.4
1513,1513_1,29-05-2014,43,sparkling wine,Beverages,3,12.5,37.5
1513,1513_1,29-05-2014,50,bottled beer,Beverages,3,1.8,5.4
1513,1513_1,29-05-2014,74,whipped/sour cream,Dairy,1,5.5,5.5
1514,1514_4,08-04-2015,7,citrus fruit,Fresh Food,3,1.5,4.5
1514,1514_4,08-04-2015,74,whipped/sour cream,Dairy,3,5.5,16.5
1514,1514_2,11-01-2015,22,root vegetables,Fresh Food,2,1.8,3.6
1514,1514_2,11-01-2015,115,waffles,Bakery & Sweets,3,2.5,7.5
1514,1514_5,24-08-2015,2,whole milk,Dairy,2,1.8,3.6
1514,1514_5,24-08-2015,46,pasta,Pantry Staples,3,3.1,9.3
1514,1514_1,26-02-2014,17,bottled water,Beverages,1,0.5,0.5
1514,1514_1,26-02-2014,71,shopping bags,Household & Hygiene,2,5.12,10.24
1514,1514_3,28-02-2015,2,whole milk,Dairy,3,1.8,5.4
1514,1514_3,28-02-2015,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1515,1515_2,05-07-2015,4,other vegetables,Fresh Food,2,0.8,1.6
1515,1515_2,05-07-2015,9,frankfurter,Fresh Food,2,5.5,11.0
1515,1515_4,06-11-2015,50,bottled beer,Beverages,2,1.8,3.6
1515,1515_4,06-11-2015,65,candy,Bakery & Sweets,3,3.6,10.8
1515,1515_1,09-03-2014,22,root vegetables,Fresh Food,1,1.8,1.8
1515,1515_1,09-03-2014,38,soda,Beverages,2,0.8,1.6
1515,1515_5,09-11-2015,21,hamburger meat,Fresh Food,1,12.3,12.3
1515,1515_5,09-11-2015,38,soda,Beverages,2,0.8,1.6
1515,1515_5,09-11-2015,59,hard cheese,Dairy,2,4.5,9.0
1515,1515_3,21-09-2015,24,pastry,Bakery & Sweets,1,3.1,3.1
1515,1515_3,21-09-2015,104,cat food,Pet Care,2,11.2,22.4
1515,1515_6,28-11-2015,46,pasta,Pantry Staples,3,3.1,9.3
1515,1515_6,28-11-2015,115,waffles,Bakery & Sweets,2,2.5,5.0
1516,1516_1,20-02-2014,53,specialty chocolate,Bakery & Sweets,3,18.8,56.400000000000006
1516,1516_1,20-02-2014,71,shopping bags,Household & Hygiene,1,5.12,5.12
1516,1516_2,28-01-2015,20,brown bread,Bakery & Sweets,3,0.8,2.4000000000000004
1516,1516_2,28-01-2015,73,oil,Pantry Staples,2,3.4,6.8
1517,1517_3,01-03-2015,9,frankfurter,Fresh Food,2,5.5,11.0
1517,1517_3,01-03-2015,50,bottled beer,Beverages,2,1.8,3.6
1517,1517_4,01-08-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1517,1517_1,03-09-2014,19,sausage,Fresh Food,3,3.1,9.3
1517,1517_1,03-09-2014,22,root vegetables,Fresh Food,2,1.8,3.6
1517,1517_1,03-09-2014,27,coffee,Beverages,2,8.5,17.0
1517,1517_1,03-09-2014,80,salty snack,Snacks,1,0.5,0.5
1517,1517_2,11-09-2014,58,ice cream,Frozen & Processed Food,1,1.8,1.8
1517,1517_2,11-09-2014,96,hygiene articles,Household & Hygiene,1,7.5,7.5
1518,1518_2,07-09-2015,4,other vegetables,Fresh Food,1,0.8,0.8
1518,1518_2,07-09-2015,24,pastry,Bakery & Sweets,2,3.1,6.2
1518,1518_3,11-12-2015,9,frankfurter,Fresh Food,2,5.5,11.0
1518,1518_3,11-12-2015,23,pork,Fresh Food,3,7.2,21.6
1518,1518_3,11-12-2015,146,ketchup,Pantry Staples,1,1.25,1.25
1518,1518_1,21-06-2015,1,tropical fruit,Fresh Food,3,7.8,23.4
1518,1518_1,21-06-2015,18,yogurt,Dairy,1,2.2,2.2
1519,1519_1,28-10-2014,11,butter,Dairy,1,3.2,3.2
1519,1519_1,28-10-2014,73,oil,Pantry Staples,3,3.4,10.2
1520,1520_2,03-06-2014,4,other vegetables,Fresh Food,1,0.8,0.8
1520,1520_2,03-06-2014,8,beef,Fresh Food,3,19.5,58.5
1520,1520_3,26-02-2015,18,yogurt,Dairy,2,2.2,4.4
1520,1520_3,26-02-2015,78,baking powder,Pantry Staples,3,1.8,5.4
1520,1520_1,30-04-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1520,1520_1,30-04-2014,26,berries,Fresh Food,1,10.8,10.8
1521,1521_1,11-09-2014,2,whole milk,Dairy,3,1.8,5.4
1521,1521_1,11-09-2014,70,margarine,Pantry Staples,3,3.5,10.5
1521,1521_1,11-09-2014,80,salty snack,Snacks,3,0.5,1.5
1521,1521_2,26-12-2014,29,ham,Fresh Food,2,15.2,30.4
1521,1521_2,26-12-2014,104,cat food,Pet Care,3,11.2,33.599999999999994
1521,1521_2,26-12-2014,142,seasonal products,Specialty & Seasonal,1,5.4,5.4
1522,1522_1,07-01-2014,2,whole milk,Dairy,3,1.8,5.4
1522,1522_1,07-01-2014,71,shopping bags,Household & Hygiene,2,5.12,10.24
1522,1522_1,07-01-2014,115,waffles,Bakery & Sweets,3,2.5,7.5
1522,1522_6,11-10-2014,44,newspapers,Specialty & Seasonal,1,3.2,3.2
1522,1522_6,11-10-2014,114,napkins,Household & Hygiene,1,21.8,21.8
1522,1522_6,11-10-2014,119,long life bakery product,Bakery & Sweets,3,9.9,29.700000000000003
1522,1522_4,16-06-2014,1,tropical fruit,Fresh Food,3,7.8,23.4
1522,1522_4,16-06-2014,14,chocolate,Bakery & Sweets,3,11.5,34.5
1522,1522_4,16-06-2014,69,domestic eggs,Fresh Food,1,1.25,1.25
1522,1522_5,23-08-2014,18,yogurt,Dairy,3,2.2,6.6000000000000005
1522,1522_5,23-08-2014,44,newspapers,Specialty & Seasonal,3,3.2,9.600000000000001
1522,1522_7,24-12-2014,18,yogurt,Dairy,2,2.2,4.4
1522,1522_7,24-12-2014,36,frozen meals,Frozen & Processed Food,3,9.7,29.099999999999998
1522,1522_7,24-12-2014,70,margarine,Pantry Staples,3,3.5,10.5
1522,1522_7,24-12-2014,77,dish cleaner,Household & Hygiene,2,2.5,5.0
1522,1522_3,27-03-2014,19,sausage,Fresh Food,2,3.1,6.2
1522,1522_3,27-03-2014,146,ketchup,Pantry Staples,2,1.25,2.5
1522,1522_2,30-01-2014,2,whole milk,Dairy,1,1.8,1.8
1522,1522_2,30-01-2014,70,margarine,Pantry Staples,1,3.5,3.5
1523,1523_2,09-11-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1523,1523_2,09-11-2014,20,brown bread,Bakery & Sweets,1,0.8,0.8
1523,1523_2,09-11-2014,69,domestic eggs,Fresh Food,1,1.25,1.25
1523,1523_1,20-03-2014,50,bottled beer,Beverages,3,1.8,5.4
1523,1523_1,20-03-2014,73,oil,Pantry Staples,1,3.4,3.4
1523,1523_3,28-03-2015,7,citrus fruit,Fresh Food,1,1.5,1.5
1523,1523_3,28-03-2015,8,beef,Fresh Food,3,19.5,58.5
1523,1523_3,28-03-2015,17,bottled water,Beverages,3,0.5,1.5
1523,1523_3,28-03-2015,29,ham,Fresh Food,2,15.2,30.4
1523,1523_3,28-03-2015,136,dishes,Specialty & Seasonal,3,6.8,20.4
1524,1524_2,05-03-2015,1,tropical fruit,Fresh Food,2,7.8,15.6
1524,1524_2,05-03-2015,38,soda,Beverages,1,0.8,0.8
1524,1524_4,05-12-2015,22,root vegetables,Fresh Food,1,1.8,1.8
1524,1524_4,05-12-2015,51,dessert,Bakery & Sweets,2,1.15,2.3
1524,1524_1,06-02-2014,20,brown bread,Bakery & Sweets,3,0.8,2.4000000000000004
1524,1524_1,06-02-2014,74,whipped/sour cream,Dairy,3,5.5,16.5
1524,1524_3,06-08-2015,60,cream cheese,Dairy,1,6.3,6.3
1524,1524_3,06-08-2015,64,UHT-milk,Dairy,1,2.1,2.1
1524,1524_3,06-08-2015,115,waffles,Bakery & Sweets,2,2.5,5.0
1525,1525_1,13-07-2014,19,sausage,Fresh Food,2,3.1,6.2
1525,1525_1,13-07-2014,50,bottled beer,Beverages,2,1.8,3.6
1525,1525_1,13-07-2014,76,sliced cheese,Dairy,1,4.2,4.2
1525,1525_2,25-10-2014,17,bottled water,Beverages,3,0.5,1.5
1525,1525_2,25-10-2014,29,ham,Fresh Food,3,15.2,45.599999999999994
1526,1526_2,11-05-2014,35,sugar,Bakery & Sweets,3,1.2,3.5999999999999996
1526,1526_2,11-05-2014,104,cat food,Pet Care,3,11.2,33.599999999999994
1526,1526_3,13-07-2014,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1526,1526_3,13-07-2014,18,yogurt,Dairy,3,2.2,6.6000000000000005
1526,1526_1,18-02-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1526,1526_1,18-02-2014,69,domestic eggs,Fresh Food,3,1.25,3.75
1526,1526_4,21-07-2014,18,yogurt,Dairy,2,2.2,4.4
1526,1526_4,21-07-2014,71,shopping bags,Household & Hygiene,2,5.12,10.24
1526,1526_5,26-11-2015,2,whole milk,Dairy,2,1.8,3.6
1526,1526_5,26-11-2015,18,yogurt,Dairy,3,2.2,6.6000000000000005
1526,1526_5,26-11-2015,19,sausage,Fresh Food,3,3.1,9.3
1527,1527_4,14-05-2015,36,frozen meals,Frozen & Processed Food,1,9.7,9.7
1527,1527_4,14-05-2015,64,UHT-milk,Dairy,1,2.1,2.1
1527,1527_4,14-05-2015,75,frozen vegetables,Frozen & Processed Food,3,2.5,7.5
1527,1527_2,15-04-2014,38,soda,Beverages,2,0.8,1.6
1527,1527_2,15-04-2014,113,spices,Pantry Staples,1,1.2,1.2
1527,1527_3,20-04-2015,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1527,1527_3,20-04-2015,7,citrus fruit,Fresh Food,2,1.5,3.0
1527,1527_3,20-04-2015,38,soda,Beverages,2,0.8,1.6
1527,1527_3,20-04-2015,114,napkins,Household & Hygiene,1,21.8,21.8
1527,1527_1,29-01-2014,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1527,1527_1,29-01-2014,69,domestic eggs,Fresh Food,2,1.25,2.5
1527,1527_5,30-12-2015,2,whole milk,Dairy,3,1.8,5.4
1527,1527_5,30-12-2015,17,bottled water,Beverages,2,0.5,1.0
1527,1527_5,30-12-2015,69,domestic eggs,Fresh Food,2,1.25,2.5
1528,1528_1,01-02-2014,1,tropical fruit,Fresh Food,2,7.8,15.6
1528,1528_1,01-02-2014,75,frozen vegetables,Frozen & Processed Food,3,2.5,7.5
1528,1528_2,12-06-2014,2,whole milk,Dairy,1,1.8,1.8
1528,1528_2,12-06-2014,60,cream cheese,Dairy,3,6.3,18.9
1528,1528_4,15-09-2015,10,chicken,Fresh Food,4,7.2,28.8
1528,1528_3,20-02-2015,19,sausage,Fresh Food,1,3.1,3.1
1528,1528_3,20-02-2015,45,curd,Dairy,1,9.8,9.8
1529,1529_1,01-03-2014,122,soups,Frozen & Processed Food,1,4.5,4.5
1529,1529_1,01-03-2014,167,preservation products,Household & Hygiene,2,6.75,13.5
1529,1529_3,17-06-2015,9,frankfurter,Fresh Food,3,5.5,16.5
1529,1529_3,17-06-2015,38,soda,Beverages,3,0.8,2.4000000000000004
1529,1529_2,29-05-2014,4,other vegetables,Fresh Food,1,0.8,0.8
1529,1529_2,29-05-2014,17,bottled water,Beverages,3,0.5,1.5
1529,1529_2,29-05-2014,70,margarine,Pantry Staples,3,3.5,10.5
1530,1530_1,05-09-2014,12,fruit/vegetable juice,Beverages,1,2.1,2.1
1530,1530_1,05-09-2014,24,pastry,Bakery & Sweets,3,3.1,9.3
1530,1530_1,05-09-2014,76,sliced cheese,Dairy,3,4.2,12.600000000000001
1530,1530_2,11-10-2014,54,condensed milk,Dairy,2,3.5,7.0
1530,1530_2,11-10-2014,119,long life bakery product,Bakery & Sweets,1,9.9,9.9
1531,1531_2,19-01-2015,19,sausage,Fresh Food,2,3.1,6.2
1531,1531_2,19-01-2015,62,pickled vegetables,Fresh Food,1,2.7,2.7
1531,1531_1,24-09-2014,22,root vegetables,Fresh Food,1,1.8,1.8
1531,1531_1,24-09-2014,57,meat,Fresh Food,2,8.5,17.0
1532,1532_1,11-10-2014,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1532,1532_1,11-10-2014,18,yogurt,Dairy,2,2.2,4.4
1532,1532_1,11-10-2014,63,liquor (appetizer),Beverages,1,11.2,11.2
1532,1532_2,20-06-2015,2,whole milk,Dairy,3,1.8,5.4
1532,1532_2,20-06-2015,7,citrus fruit,Fresh Food,3,1.5,4.5
1532,1532_2,20-06-2015,114,napkins,Household & Hygiene,3,21.8,65.4
1533,1533_3,07-11-2015,4,other vegetables,Fresh Food,1,0.8,0.8
1533,1533_3,07-11-2015,7,citrus fruit,Fresh Food,3,1.5,4.5
1533,1533_1,10-02-2014,32,red/blush wine,Beverages,1,12.2,12.2
1533,1533_1,10-02-2014,124,specialty fat,Pantry Staples,3,4.5,13.5
1533,1533_2,15-03-2014,60,cream cheese,Dairy,3,6.3,18.9
1533,1533_2,15-03-2014,71,shopping bags,Household & Hygiene,2,5.12,10.24
1534,1534_1,02-07-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1534,1534_1,02-07-2014,24,pastry,Bakery & Sweets,1,3.1,3.1
1534,1534_2,05-11-2014,17,bottled water,Beverages,2,0.5,1.0
1534,1534_2,05-11-2014,23,pork,Fresh Food,3,7.2,21.6
1534,1534_2,05-11-2014,24,pastry,Bakery & Sweets,2,3.1,6.2
1534,1534_3,10-07-2015,4,other vegetables,Fresh Food,2,0.8,1.6
1534,1534_3,10-07-2015,17,bottled water,Beverages,3,0.5,1.5
1534,1534_3,10-07-2015,51,dessert,Bakery & Sweets,2,1.15,2.3
1534,1534_3,10-07-2015,70,margarine,Pantry Staples,3,3.5,10.5
1534,1534_3,10-07-2015,71,shopping bags,Household & Hygiene,3,5.12,15.36
1534,1534_4,13-08-2015,1,tropical fruit,Fresh Food,3,7.8,23.4
1534,1534_4,13-08-2015,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1534,1534_4,13-08-2015,24,pastry,Bakery & Sweets,3,3.1,9.3
1534,1534_4,13-08-2015,61,liquor,Beverages,1,8.5,8.5
1534,1534_4,13-08-2015,76,sliced cheese,Dairy,1,4.2,4.2
1534,1534_4,13-08-2015,96,hygiene articles,Household & Hygiene,1,7.5,7.5
1534,1534_4,13-08-2015,114,napkins,Household & Hygiene,1,21.8,21.8
1534,1534_4,13-08-2015,130,dental care,Personal Care,1,11.45,11.45
1535,1535_4,03-07-2015,3,pip fruit,Fresh Food,3,3.0,9.0
1535,1535_4,03-07-2015,34,flour,Pantry Staples,2,2.1,4.2
1535,1535_1,08-06-2014,2,whole milk,Dairy,2,1.8,3.6
1535,1535_1,08-06-2014,114,napkins,Household & Hygiene,3,21.8,65.4
1535,1535_3,14-01-2015,38,soda,Beverages,1,0.8,0.8
1535,1535_3,14-01-2015,71,shopping bags,Household & Hygiene,3,5.12,15.36
1535,1535_2,26-06-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1535,1535_2,26-06-2014,23,pork,Fresh Food,2,7.2,14.4
1536,1536_3,02-05-2015,2,whole milk,Dairy,3,1.8,5.4
1536,1536_3,02-05-2015,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1536,1536_2,05-01-2015,9,frankfurter,Fresh Food,3,5.5,16.5
1536,1536_2,05-01-2015,18,yogurt,Dairy,2,2.2,4.4
1536,1536_2,05-01-2015,24,pastry,Bakery & Sweets,2,3.1,6.2
1536,1536_2,05-01-2015,25,canned beer,Beverages,3,1.1,3.3000000000000003
1536,1536_1,30-07-2014,1,tropical fruit,Fresh Food,2,7.8,15.6
1536,1536_1,30-07-2014,22,root vegetables,Fresh Food,3,1.8,5.4
1537,1537_2,01-02-2015,17,bottled water,Beverages,2,0.5,1.0
1537,1537_2,01-02-2015,18,yogurt,Dairy,2,2.2,4.4
1537,1537_1,08-12-2014,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1537,1537_1,08-12-2014,18,yogurt,Dairy,3,2.2,6.6000000000000005
1537,1537_1,08-12-2014,38,soda,Beverages,2,0.8,1.6
1538,1538_2,08-03-2015,19,sausage,Fresh Food,1,3.1,3.1
1538,1538_2,08-03-2015,21,hamburger meat,Fresh Food,1,12.3,12.3
1538,1538_1,12-06-2014,19,sausage,Fresh Food,3,3.1,9.3
1538,1538_1,12-06-2014,51,dessert,Bakery & Sweets,3,1.15,3.4499999999999997
1538,1538_3,30-11-2015,1,tropical fruit,Fresh Food,2,7.8,15.6
1538,1538_3,30-11-2015,22,root vegetables,Fresh Food,1,1.8,1.8
1539,1539_1,07-04-2015,9,frankfurter,Fresh Food,2,5.5,11.0
1539,1539_1,07-04-2015,70,margarine,Pantry Staples,1,3.5,3.5
1539,1539_2,27-09-2015,3,pip fruit,Fresh Food,1,3.0,3.0
1539,1539_2,27-09-2015,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1539,1539_2,27-09-2015,74,whipped/sour cream,Dairy,3,5.5,16.5
1540,1540_3,14-08-2015,2,whole milk,Dairy,2,1.8,3.6
1540,1540_3,14-08-2015,8,beef,Fresh Food,1,19.5,19.5
1540,1540_3,14-08-2015,18,yogurt,Dairy,1,2.2,2.2
1540,1540_3,14-08-2015,49,beverages,Beverages,1,1.1,1.1
1540,1540_2,23-02-2015,26,berries,Fresh Food,2,10.8,21.6
1540,1540_2,23-02-2015,29,ham,Fresh Food,2,15.2,30.4
1540,1540_4,26-11-2015,9,frankfurter,Fresh Food,3,5.5,16.5
1540,1540_4,26-11-2015,12,fruit/vegetable juice,Beverages,1,2.1,2.1
1540,1540_4,26-11-2015,22,root vegetables,Fresh Food,2,1.8,3.6
1540,1540_4,26-11-2015,148,skin care,Personal Care,2,10.3,20.6
1540,1540_1,27-11-2014,18,yogurt,Dairy,3,2.2,6.6000000000000005
1540,1540_1,27-11-2014,24,pastry,Bakery & Sweets,1,3.1,3.1
1542,1542_6,07-08-2015,2,whole milk,Dairy,3,1.8,5.4
1542,1542_6,07-08-2015,23,pork,Fresh Food,3,7.2,21.6
1542,1542_3,08-12-2014,21,hamburger meat,Fresh Food,1,12.3,12.3
1542,1542_3,08-12-2014,47,popcorn,Bakery & Sweets,3,2.4,7.199999999999999
1542,1542_2,13-09-2014,18,yogurt,Dairy,3,2.2,6.6000000000000005
1542,1542_2,13-09-2014,47,popcorn,Bakery & Sweets,1,2.4,2.4
1542,1542_5,15-05-2015,1,tropical fruit,Fresh Food,1,7.8,7.8
1542,1542_5,15-05-2015,2,whole milk,Dairy,3,1.8,5.4
1542,1542_1,22-07-2014,19,sausage,Fresh Food,3,3.1,9.3
1542,1542_1,22-07-2014,21,hamburger meat,Fresh Food,2,12.3,24.6
1542,1542_1,22-07-2014,44,newspapers,Specialty & Seasonal,3,3.2,9.600000000000001
1542,1542_4,28-04-2015,18,yogurt,Dairy,2,2.2,4.4
1542,1542_4,28-04-2015,45,curd,Dairy,2,9.8,19.6
1544,1544_3,01-05-2014,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1544,1544_3,01-05-2014,71,shopping bags,Household & Hygiene,3,5.12,15.36
1544,1544_3,01-05-2014,103,semi-finished bread,Frozen & Processed Food,1,1.1,1.1
1544,1544_1,18-03-2014,1,tropical fruit,Fresh Food,3,7.8,23.4
1544,1544_1,18-03-2014,104,cat food,Pet Care,2,11.2,22.4
1544,1544_2,24-04-2014,20,brown bread,Bakery & Sweets,1,0.8,0.8
1544,1544_2,24-04-2014,22,root vegetables,Fresh Food,3,1.8,5.4
1544,1544_4,25-02-2015,51,dessert,Bakery & Sweets,2,1.15,2.3
1544,1544_4,25-02-2015,80,salty snack,Snacks,2,0.5,1.0
1545,1545_1,01-04-2014,20,brown bread,Bakery & Sweets,2,0.8,1.6
1545,1545_1,01-04-2014,67,hair spray,Personal Care,1,5.4,5.4
1545,1545_3,17-10-2015,2,whole milk,Dairy,3,1.8,5.4
1545,1545_3,17-10-2015,75,frozen vegetables,Frozen & Processed Food,2,2.5,5.0
1545,1545_3,17-10-2015,103,semi-finished bread,Frozen & Processed Food,2,1.1,2.2
1545,1545_2,28-02-2015,7,citrus fruit,Fresh Food,2,1.5,3.0
1545,1545_2,28-02-2015,56,white wine,Beverages,1,14.2,14.2
1546,1546_1,02-04-2014,83,white bread,Bakery & Sweets,1,0.3,0.3
1546,1546_1,02-04-2014,101,canned fish,Frozen & Processed Food,2,2.1,4.2
1546,1546_3,03-01-2015,11,butter,Dairy,1,3.2,3.2
1546,1546_3,03-01-2015,17,bottled water,Beverages,3,0.5,1.5
1546,1546_3,03-01-2015,22,root vegetables,Fresh Food,1,1.8,1.8
1546,1546_3,03-01-2015,32,red/blush wine,Beverages,1,12.2,12.2
1546,1546_3,03-01-2015,74,whipped/sour cream,Dairy,3,5.5,16.5
1546,1546_2,03-10-2014,27,coffee,Beverages,1,8.5,8.5
1546,1546_2,03-10-2014,35,sugar,Bakery & Sweets,3,1.2,3.5999999999999996
1547,1547_2,07-07-2014,2,whole milk,Dairy,3,1.8,5.4
1547,1547_2,07-07-2014,66,onions,Fresh Food,3,1.3,3.9000000000000004
1547,1547_2,07-07-2014,85,cling film/bags,Household & Hygiene,2,2.2,4.4
1547,1547_1,09-03-2014,2,whole milk,Dairy,2,1.8,3.6
1547,1547_1,09-03-2014,119,long life bakery product,Bakery & Sweets,3,9.9,29.700000000000003
1547,1547_3,18-04-2015,38,soda,Beverages,3,0.8,2.4000000000000004
1547,1547_3,18-04-2015,62,pickled vegetables,Fresh Food,3,2.7,8.100000000000001
1548,1548_3,01-10-2014,50,bottled beer,Beverages,2,1.8,3.6
1548,1548_3,01-10-2014,119,long life bakery product,Bakery & Sweets,3,9.9,29.700000000000003
1548,1548_2,04-05-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1548,1548_2,04-05-2014,50,bottled beer,Beverages,2,1.8,3.6
1548,1548_1,22-02-2014,24,pastry,Bakery & Sweets,1,3.1,3.1
1548,1548_1,22-02-2014,54,condensed milk,Dairy,1,3.5,3.5
1549,1549_1,02-03-2014,24,pastry,Bakery & Sweets,2,3.1,6.2
1549,1549_1,02-03-2014,27,coffee,Beverages,3,8.5,25.5
1549,1549_1,02-03-2014,69,domestic eggs,Fresh Food,1,1.25,1.25
1549,1549_2,17-07-2014,17,bottled water,Beverages,3,0.5,1.5
1549,1549_2,17-07-2014,107,liver loaf,Fresh Food,2,8.5,17.0
1549,1549_3,18-03-2015,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1549,1549_3,18-03-2015,8,beef,Fresh Food,3,19.5,58.5
1549,1549_3,18-03-2015,27,coffee,Beverages,1,8.5,8.5
1550,1550_2,03-09-2014,20,brown bread,Bakery & Sweets,1,0.8,0.8
1550,1550_2,03-09-2014,53,specialty chocolate,Bakery & Sweets,2,18.8,37.6
1550,1550_2,03-09-2014,69,domestic eggs,Fresh Food,3,1.25,3.75
1550,1550_1,05-05-2014,23,pork,Fresh Food,1,7.2,7.2
1550,1550_1,05-05-2014,134,cereals,Snacks,2,4.5,9.0
1550,1550_3,14-05-2015,73,oil,Pantry Staples,2,3.4,6.8
1550,1550_3,14-05-2015,94,potato products,Frozen & Processed Food,1,2.8,2.8
1551,1551_3,11-05-2015,66,onions,Fresh Food,1,1.3,1.3
1551,1551_3,11-05-2015,117,rum,Beverages,2,5.2,10.4
1551,1551_4,11-06-2015,1,tropical fruit,Fresh Food,1,7.8,7.8
1551,1551_4,11-06-2015,18,yogurt,Dairy,1,2.2,2.2
1551,1551_6,11-08-2015,9,frankfurter,Fresh Food,1,5.5,5.5
1551,1551_6,11-08-2015,145,syrup,Beverages,2,4.3,8.6
1551,1551_2,14-01-2015,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1551,1551_2,14-01-2015,38,soda,Beverages,3,0.8,2.4000000000000004
1551,1551_2,14-01-2015,95,frozen fish,Frozen & Processed Food,3,5.8,17.4
