member_number,last_purchase,first_purchase,frequency,monetary,total_items,recency,tenure_days,AOV,avg_items_per_order,R_score,F_score,M_score,RFM_code,Segment
2026,2014-11-14,2014-01-07,2,75.2,8,412,311,37.6,4.0,1,1,3,113,Khác
2027,2014-10-09,2014-02-26,2,37.45,9,448,225,18.725,4.5,1,1,2,112,Khác
2028,2015-12-20,2014-05-02,6,134.29,30,11,597,22.381666666666664,5.0,5,5,5,555,VIP
2029,2015-07-08,2014-05-27,5,86.7,24,176,407,17.34,4.8,3,4,3,343,Trung thành
2030,2015-09-04,2014-01-29,3,33.22,12,118,583,11.073333333333332,4.0,3,2,1,321,Khác
2031,2015-02-26,2014-01-08,4,153.9,24,308,414,38.475,6.0,2,3,5,235,Nguy cơ
2032,2015-07-28,2014-02-03,2,54.45,12,156,540,27.225,6.0,3,1,2,312,Khác
2033,2015-02-14,2014-04-05,4,201.5,27,320,315,50.375,6.75,2,3,5,235,Nguy cơ
2034,2015-10-11,2014-06-28,3,62.46,13,81,470,20.82,4.333333333333333,4,2,3,423,Khác
2035,2015-12-23,2014-07-01,3,113.22,18,8,540,37.74,6.0,5,2,4,524,Mới
2036,2014-08-27,2014-02-02,3,32.3,14,491,206,10.766666666666666,4.666666666666667,1,2,1,121,Khác
2037,2015-04-19,2014-04-13,3,101.95,11,256,371,33.983333333333334,3.6666666666666665,2,2,4,224,Khác
2038,2015-05-17,2014-02-04,5,76.95,21,228,467,15.39,4.2,2,4,3,243,Nguy cơ
2039,2015-09-22,2015-06-18,2,47.400000000000006,10,100,96,23.700000000000003,5.0,4,1,2,412,Khác
2040,2015-10-07,2014-04-10,6,140.0,29,85,545,23.333333333333332,4.833333333333333,4,5,5,455,VIP
2041,2015-09-24,2014-02-09,7,146.70000000000002,31,98,592,20.95714285714286,4.428571428571429,4,5,5,455,VIP
2042,2015-11-19,2014-04-17,6,139.24,32,42,581,23.206666666666667,5.333333333333333,5,5,5,555,VIP
2043,2015-04-21,2014-02-01,5,113.56,36,254,444,22.712,7.2,2,4,4,244,Nguy cơ
2044,2015-12-16,2014-03-17,4,66.01,19,15,639,16.5025,4.75,5,3,3,533,Trung thành
2045,2015-12-07,2014-02-10,7,148.4,31,24,665,21.2,4.428571428571429,5,5,5,555,VIP
2046,2015-08-21,2015-02-28,2,35.25,10,132,174,17.625,5.0,3,1,1,311,Vãng lai
2047,2015-12-20,2014-01-05,5,96.8,28,11,714,19.36,5.6,5,4,4,544,VIP
2048,2015-12-16,2014-02-24,6,73.2,20,15,660,12.200000000000001,3.3333333333333335,5,5,3,553,Trung thành
2049,2015-10-07,2014-04-02,4,95.3,19,85,553,23.825,4.75,4,3,4,434,Trung thành
2050,2015-06-28,2014-10-20,2,23.9,8,186,251,11.95,4.0,3,1,1,311,Vãng lai
2051,2015-11-14,2014-01-20,8,279.40000000000003,62,47,663,34.925000000000004,7.75,4,5,5,455,VIP
2053,2015-09-21,2014-08-19,3,32.2,16,101,398,10.733333333333334,5.333333333333333,4,2,1,421,Khác
2054,2015-12-15,2014-08-06,3,95.12,26,16,496,31.706666666666667,8.666666666666666,5,2,4,524,Mới
2055,2015-11-08,2014-05-31,7,101.85,36,53,526,14.549999999999999,5.142857142857143,4,5,4,454,VIP
2056,2015-11-24,2014-05-14,6,145.23,32,37,559,24.205,5.333333333333333,5,5,5,555,VIP
2057,2015-11-13,2014-04-16,2,32.54,9,48,576,16.27,4.5,4,1,1,411,Vãng lai
2058,2015-06-04,2014-04-02,4,65.76,23,210,428,16.44,5.75,2,3,3,233,Nguy cơ
2059,2014-09-07,2014-02-17,4,165.35000000000002,19,480,202,41.337500000000006,4.75,1,3,5,135,Nguy cơ
2060,2015-07-26,2014-05-25,2,36.4,13,158,427,18.2,6.5,3,1,1,311,Vãng lai
2061,2015-12-27,2015-02-12,4,112.0,20,4,318,28.0,5.0,5,3,4,534,Trung thành
2062,2015-09-22,2014-08-22,3,48.11,17,100,396,16.036666666666665,5.666666666666667,4,2,2,422,Khác
2063,2015-11-27,2014-05-26,6,116.9,28,34,550,19.483333333333334,4.666666666666667,5,5,4,554,VIP
2064,2015-08-21,2014-03-18,3,53.0,16,132,521,17.666666666666668,5.333333333333333,3,2,2,322,Khác
2065,2015-01-22,2014-01-28,6,84.0,31,343,359,14.0,5.166666666666667,1,5,3,153,Nguy cơ
2066,2015-05-21,2014-02-05,4,137.70000000000002,23,224,470,34.425000000000004,5.75,2,3,5,235,Nguy cơ
2067,2015-08-12,2014-04-05,4,36.54,17,141,494,9.135,4.25,3,3,1,331,Trung thành
2068,2015-06-07,2014-06-02,5,81.65,25,207,370,16.330000000000002,5.0,2,4,3,243,Nguy cơ
2069,2015-07-02,2014-06-10,5,146.10000000000002,21,182,387,29.220000000000006,4.2,3,4,5,345,Trung thành
2070,2015-12-19,2014-03-29,9,223.85000000000002,47,12,630,24.872222222222224,5.222222222222222,5,5,5,555,VIP
2071,2015-10-14,2014-03-24,4,82.66,17,78,569,20.665,4.25,4,3,3,433,Trung thành
2072,2015-11-28,2014-02-18,5,73.19999999999999,21,33,648,14.639999999999997,4.2,5,4,3,543,Trung thành
2073,2015-06-18,2015-02-04,4,83.65,17,196,134,20.9125,4.25,2,3,3,233,Nguy cơ
2074,2015-12-20,2014-08-27,4,55.2,20,11,480,13.8,5.0,5,3,2,532,Trung thành
2075,2015-01-20,2014-05-03,3,18.0,11,345,262,6.0,3.6666666666666665,1,2,1,121,Khác
2076,2015-12-04,2014-01-14,4,58.0,15,27,689,14.5,3.75,5,3,2,532,Trung thành
2077,2015-05-15,2014-04-28,4,170.89999999999998,30,230,382,42.724999999999994,7.5,2,3,5,235,Nguy cơ
2078,2015-10-16,2014-05-14,2,59.04,12,76,520,29.52,6.0,4,1,2,412,Khác
2079,2015-07-19,2014-02-25,5,168.41,32,165,509,33.682,6.4,3,4,5,345,Trung thành
2080,2015-04-21,2014-07-23,2,53.60000000000001,10,254,272,26.800000000000004,5.0,2,1,2,212,Khác
2081,2015-01-22,2014-02-14,3,103.0,17,343,342,34.333333333333336,5.666666666666667,1,2,4,124,Khác
2082,2015-11-23,2014-10-10,4,45.9,21,38,409,11.475,5.25,5,3,2,532,Trung thành
2083,2015-11-07,2014-10-21,4,108.0,22,54,382,27.0,5.5,4,3,4,434,Trung thành
2084,2015-08-15,2014-10-11,2,25.3,4,138,308,12.65,2.0,3,1,1,311,Vãng lai
2085,2015-04-22,2014-01-03,4,66.7,14,253,474,16.675,3.5,2,3,3,233,Nguy cơ
2086,2015-06-02,2014-01-08,6,182.4,47,212,510,30.400000000000002,7.833333333333333,2,5,5,255,Nguy cơ
2087,2015-04-09,2014-06-29,4,70.0,19,266,284,17.5,4.75,2,3,3,233,Nguy cơ
2088,2015-02-09,2014-09-21,2,32.7,11,325,141,16.35,5.5,1,1,1,111,Vãng lai
2089,2015-10-31,2014-05-03,7,161.3,38,61,546,23.042857142857144,5.428571428571429,4,5,5,455,VIP
2091,2015-10-19,2014-01-18,4,69.4,21,73,639,17.35,5.25,4,3,3,433,Trung thành
2092,2015-11-06,2014-04-01,5,95.3,36,55,584,19.06,7.2,4,4,4,444,VIP
2093,2015-06-12,2014-02-16,6,159.3,36,202,481,26.55,6.0,2,5,5,255,Nguy cơ
2094,2014-05-07,2014-03-02,3,34.44,10,603,66,11.479999999999999,3.3333333333333335,1,2,1,121,Khác
2095,2015-09-29,2015-04-06,2,38.199999999999996,9,93,176,19.099999999999998,4.5,4,1,2,412,Khác
2096,2015-01-25,2015-01-25,1,8.600000000000001,5,340,0,8.600000000000001,5.0,1,1,1,111,Vãng lai
2097,2015-10-01,2014-03-14,3,111.27000000000001,24,91,566,37.09,8.0,4,2,4,424,Khác
2098,2014-10-20,2014-08-02,2,35.8,16,437,79,17.9,8.0,1,1,1,111,Vãng lai
2100,2015-10-13,2014-03-20,6,151.14000000000001,30,79,572,25.19,5.0,4,5,5,455,VIP
2101,2015-12-20,2015-01-07,4,39.6,18,11,347,9.9,4.5,5,3,2,532,Trung thành
2102,2015-05-10,2014-07-21,5,108.5,26,235,293,21.7,5.2,2,4,4,244,Nguy cơ
2103,2015-03-11,2015-03-11,1,20.549999999999997,3,295,0,20.549999999999997,3.0,2,1,1,211,Vãng lai
2104,2015-10-20,2014-07-02,4,110.4,21,72,475,27.6,5.25,4,3,4,434,Trung thành
2105,2015-01-21,2014-12-02,2,72.06,14,344,50,36.03,7.0,1,1,3,113,Khác
2106,2015-11-24,2014-01-20,5,56.400000000000006,24,37,673,11.280000000000001,4.8,5,4,2,542,Trung thành
2107,2015-11-27,2014-01-08,6,107.5,37,34,688,17.916666666666668,6.166666666666667,5,5,4,554,VIP
2108,2015-10-01,2014-09-18,3,53.099999999999994,12,91,378,17.7,4.0,4,2,2,422,Khác
2109,2015-10-28,2014-03-21,4,51.900000000000006,17,64,586,12.975000000000001,4.25,4,3,2,432,Trung thành
2110,2015-07-29,2014-11-22,3,81.5,16,155,249,27.166666666666668,5.333333333333333,3,2,3,323,Khác
2111,2015-02-25,2014-05-30,4,63.510000000000005,15,309,271,15.877500000000001,3.75,2,3,3,233,Nguy cơ
2112,2014-06-06,2014-06-03,2,19.0,8,573,3,9.5,4.0,1,1,1,111,Vãng lai
2113,2015-09-07,2014-09-19,3,44.6,15,115,353,14.866666666666667,5.0,3,2,2,322,Khác
2114,2015-11-06,2014-08-22,3,33.3,13,55,441,11.1,4.333333333333333,4,2,1,421,Khác
2115,2015-11-18,2014-09-19,3,61.400000000000006,13,43,425,20.46666666666667,4.333333333333333,5,2,2,522,Mới
2116,2015-08-29,2014-02-13,2,12.100000000000001,9,124,562,6.050000000000001,4.5,3,1,1,311,Vãng lai
2117,2015-11-07,2015-03-28,3,146.28,22,54,224,48.76,7.333333333333333,4,2,5,425,Khác
2118,2015-07-18,2014-01-16,2,68.2,9,166,548,34.1,4.5,3,1,3,313,Khác
2119,2015-09-24,2014-07-06,3,69.2,15,98,445,23.066666666666666,5.0,4,2,3,423,Khác
2120,2015-10-07,2014-01-21,7,180.0,27,85,624,25.714285714285715,3.857142857142857,4,5,5,455,VIP
2121,2014-11-03,2014-04-22,2,20.6,6,423,195,10.3,3.0,1,1,1,111,Vãng lai
2122,2015-04-07,2014-04-06,4,82.15,16,268,366,20.5375,4.0,2,3,3,233,Nguy cơ
2123,2014-06-06,2014-06-06,1,38.599999999999994,6,573,0,38.599999999999994,6.0,1,1,2,112,Khác
2125,2015-06-25,2014-04-02,2,60.900000000000006,14,189,449,30.450000000000003,7.0,3,1,2,312,Khác
2126,2014-04-27,2014-04-27,1,49.00000000000001,5,613,0,49.00000000000001,5.0,1,1,2,112,Khác
2127,2015-11-19,2014-01-20,5,95.22,20,42,668,19.044,4.0,5,4,4,544,VIP
2128,2015-08-10,2015-02-11,5,111.23,18,143,180,22.246000000000002,3.6,3,4,4,344,Trung thành
2129,2015-08-11,2014-01-05,6,109.9,30,142,583,18.316666666666666,5.0,3,5,4,354,Trung thành
2131,2015-08-27,2014-02-18,6,90.0,24,126,555,15.0,4.0,3,5,4,354,Trung thành
2132,2014-12-19,2014-01-24,5,76.2,24,377,329,15.24,4.8,1,4,3,143,Nguy cơ
2133,2015-08-05,2014-04-27,7,169.96,32,148,465,24.28,4.571428571428571,3,5,5,355,Trung thành
2134,2015-09-26,2014-01-17,3,69.39999999999999,15,96,617,23.13333333333333,5.0,4,2,3,423,Khác
2135,2015-01-25,2014-02-15,2,62.8,15,340,344,31.4,7.5,1,1,3,113,Khác
2136,2015-02-10,2015-02-10,1,9.0,5,324,0,9.0,5.0,2,1,1,211,Vãng lai
2137,2014-04-25,2014-01-19,2,93.3,10,615,96,46.65,5.0,1,1,4,114,Khác
2138,2015-03-04,2014-02-18,7,221.86,40,302,379,31.694285714285716,5.714285714285714,2,5,5,255,Nguy cơ
2139,2015-04-16,2014-02-10,5,81.6,29,259,430,16.32,5.8,2,4,3,243,Nguy cơ
2140,2015-12-30,2014-10-06,3,22.7,12,1,450,7.566666666666666,4.0,5,2,1,521,Mới
2141,2015-03-08,2014-02-21,4,31.0,15,298,380,7.75,3.75,2,3,1,231,Nguy cơ
2142,2015-06-25,2014-05-23,5,156.0,35,189,398,31.2,7.0,3,4,5,345,Trung thành
2143,2015-07-25,2014-12-17,3,49.300000000000004,15,159,220,16.433333333333334,5.0,3,2,2,322,Khác
2144,2015-01-05,2014-02-22,5,148.6,22,360,317,29.72,4.4,1,4,5,145,Nguy cơ
2145,2015-12-12,2015-01-21,2,16.8,9,19,325,8.4,4.5,5,1,1,511,Mới
2146,2015-06-20,2014-05-30,3,72.9,12,194,386,24.3,4.0,2,2,3,223,Khác
2147,2015-11-12,2014-04-24,4,53.6,18,49,567,13.4,4.5,4,3,2,432,Trung thành
2148,2015-07-19,2014-01-13,5,62.25000000000001,23,165,552,12.450000000000001,4.6,3,4,3,343,Trung thành
2149,2015-05-23,2014-03-21,4,93.0,17,222,428,23.25,4.25,2,3,4,234,Nguy cơ
2151,2015-09-29,2014-04-11,5,176.94,21,93,536,35.388,4.2,4,4,5,445,VIP
2152,2015-09-03,2014-02-03,5,78.9,19,119,577,15.780000000000001,3.8,3,4,3,343,Trung thành
2153,2014-12-14,2014-02-14,2,17.09,10,382,303,8.545,5.0,1,1,1,111,Vãng lai
2154,2015-03-15,2014-05-31,5,97.7,23,291,288,19.54,4.6,2,4,4,244,Nguy cơ
2155,2014-11-11,2014-06-03,4,40.400000000000006,14,415,161,10.100000000000001,3.5,1,3,2,132,Nguy cơ
2156,2015-08-07,2014-02-15,4,44.2,16,146,538,11.05,4.0,3,3,2,332,Trung thành
2157,2015-10-29,2014-06-02,4,120.56,22,63,514,30.14,5.5,4,3,4,434,Trung thành
2158,2015-08-01,2014-06-23,2,56.8,20,152,404,28.4,10.0,3,1,2,312,Khác
2159,2015-07-17,2014-10-08,3,80.06,17,167,282,26.686666666666667,5.666666666666667,3,2,3,323,Khác
2160,2015-10-06,2014-01-15,6,126.96000000000001,27,86,629,21.16,4.5,4,5,4,454,VIP
2161,2014-09-24,2014-05-04,2,19.92,9,463,143,9.96,4.5,1,1,1,111,Vãng lai
2162,2015-06-19,2014-03-24,3,107.5,15,195,452,35.833333333333336,5.0,2,2,4,224,Khác
2164,2015-11-24,2014-01-31,9,155.6,47,37,662,17.288888888888888,5.222222222222222,5,5,5,555,VIP
2165,2015-09-06,2014-09-27,6,65.3,27,116,344,10.883333333333333,4.5,3,5,3,353,Trung thành
2166,2015-12-10,2014-03-07,6,117.75,36,21,643,19.625,6.0,5,5,4,554,VIP
2167,2015-12-08,2015-03-14,4,122.4,21,23,269,30.6,5.25,5,3,4,534,Trung thành
2168,2015-11-25,2014-02-07,3,40.95,14,36,656,13.65,4.666666666666667,5,2,2,522,Mới
2169,2015-11-01,2014-02-05,5,83.4,20,60,634,16.68,4.0,4,4,3,443,Trung thành
2170,2015-06-18,2014-02-24,3,94.45,23,196,479,31.483333333333334,7.666666666666667,2,2,4,224,Khác
2171,2015-09-03,2015-03-31,6,187.5,34,119,156,31.25,5.666666666666667,3,5,5,355,Trung thành
2172,2015-03-02,2014-06-21,2,59.800000000000004,9,304,254,29.900000000000002,4.5,2,1,2,212,Khác
2173,2015-08-11,2014-12-15,2,40.1,9,142,239,20.05,4.5,3,1,2,312,Khác
2174,2014-09-18,2014-01-05,3,30.8,16,469,256,10.266666666666667,5.333333333333333,1,2,1,121,Khác
2175,2015-03-06,2014-03-17,6,102.52,23,300,354,17.086666666666666,3.8333333333333335,2,5,4,254,Nguy cơ
2176,2015-08-08,2014-05-14,5,108.8,30,145,451,21.759999999999998,6.0,3,4,4,344,Trung thành
2177,2014-10-02,2014-06-29,3,43.85,13,455,95,14.616666666666667,4.333333333333333,1,2,2,122,Khác
2178,2015-12-20,2014-01-26,5,177.1,25,11,693,35.42,5.0,5,4,5,545,VIP
2179,2015-04-16,2015-04-16,1,41.15,9,259,0,41.15,9.0,2,1,2,212,Khác
2180,2014-12-18,2014-09-27,2,21.1,11,378,82,10.55,5.5,1,1,1,111,Vãng lai
2181,2015-06-23,2014-04-05,3,73.60000000000001,18,191,444,24.533333333333335,6.0,2,2,3,223,Khác
2183,2014-12-29,2014-06-07,3,45.6,17,367,205,15.200000000000001,5.666666666666667,1,2,2,122,Khác
2184,2015-12-07,2014-05-19,8,241.86,52,24,567,30.2325,6.5,5,5,5,555,VIP
2185,2015-10-11,2014-04-01,4,69.9,16,81,558,17.475,4.0,4,3,3,433,Trung thành
2186,2015-09-01,2014-04-12,6,128.25,43,121,507,21.375,7.166666666666667,3,5,5,355,Trung thành
2187,2015-08-16,2014-08-22,3,37.75,15,137,359,12.583333333333334,5.0,3,2,2,322,Khác
2188,2015-11-28,2014-10-08,4,74.75,25,33,416,18.6875,6.25,5,3,3,533,Trung thành
2190,2015-10-11,2015-05-14,2,39.1,9,81,150,19.55,4.5,4,1,2,412,Khác
2191,2015-11-10,2014-10-22,4,101.67,20,51,384,25.4175,5.0,4,3,4,434,Trung thành
2192,2015-02-10,2014-11-21,2,27.3,7,324,81,13.65,3.5,2,1,1,211,Vãng lai
2193,2015-09-30,2014-01-05,11,361.45000000000005,63,92,633,32.85909090909092,5.7272727272727275,4,5,5,455,VIP
2194,2015-06-05,2014-06-06,5,127.91,27,209,364,25.582,5.4,2,4,5,245,Nguy cơ
2195,2015-07-10,2014-03-08,4,58.760000000000005,17,174,489,14.690000000000001,4.25,3,3,2,332,Trung thành
2196,2015-10-09,2014-02-12,5,103.4,26,83,604,20.68,5.2,4,4,4,444,VIP
2197,2014-07-06,2014-07-06,1,13.8,4,543,0,13.8,4.0,1,1,1,111,Vãng lai
2198,2014-08-10,2014-08-10,1,22.8,4,508,0,22.8,4.0,1,1,1,111,Vãng lai
2199,2014-06-02,2014-01-30,2,33.0,9,577,123,16.5,4.5,1,1,1,111,Vãng lai
2200,2015-10-10,2015-03-08,3,94.9,18,82,216,31.633333333333336,6.0,4,2,4,424,Khác
2201,2015-05-22,2014-02-04,4,117.65,26,223,472,29.4125,6.5,2,3,4,234,Nguy cơ
2202,2015-09-28,2014-01-02,6,169.45,27,94,634,28.241666666666664,4.5,4,5,5,455,VIP
2203,2015-06-27,2015-06-27,1,64.2,6,187,0,64.2,6.0,3,1,3,313,Khác
2204,2015-09-27,2014-04-02,5,108.6,26,95,543,21.72,5.2,4,4,4,444,VIP
2205,2015-03-07,2014-10-28,2,54.3,16,299,130,27.15,8.0,2,1,2,212,Khác
2206,2015-10-17,2014-06-24,3,40.5,10,75,480,13.5,3.3333333333333335,4,2,2,422,Khác
2207,2015-04-08,2014-02-08,4,74.2,13,267,424,18.55,3.25,2,3,3,233,Nguy cơ
2208,2015-07-30,2015-07-30,1,95.80000000000001,16,154,0,95.80000000000001,16.0,3,1,4,314,Khác
2209,2015-10-03,2014-08-25,5,156.4,32,89,404,31.28,6.4,4,4,5,445,VIP
2210,2015-09-25,2014-12-30,5,271.95000000000005,38,97,269,54.39000000000001,7.6,4,4,5,445,VIP
2211,2015-11-29,2015-01-01,4,74.3,28,32,332,18.575,7.0,5,3,3,533,Trung thành
2212,2015-10-28,2014-06-08,5,88.39999999999999,27,64,507,17.68,5.4,4,4,4,444,VIP
2213,2014-08-25,2014-08-25,1,5.300000000000001,5,493,0,5.300000000000001,5.0,1,1,1,111,Vãng lai
2214,2015-01-19,2015-01-19,1,30.599999999999998,7,346,0,30.599999999999998,7.0,1,1,1,111,Vãng lai
2215,2015-11-26,2014-02-02,7,128.8,26,35,662,18.400000000000002,3.7142857142857144,5,5,5,555,VIP
2216,2015-11-17,2015-11-17,1,24.2,4,44,0,24.2,4.0,5,1,1,511,Mới
2217,2015-12-02,2014-04-24,3,91.05,18,29,587,30.349999999999998,6.0,5,2,4,524,Mới
2218,2015-07-02,2014-05-13,6,80.6,32,182,415,13.433333333333332,5.333333333333333,3,5,3,353,Trung thành
2219,2015-04-17,2014-05-30,3,19.2,9,258,322,6.3999999999999995,3.0,2,2,1,221,Khác
2220,2015-08-04,2015-01-07,2,28.2,9,149,209,14.1,4.5,3,1,1,311,Vãng lai
2221,2015-12-18,2014-06-21,3,83.42,11,13,545,27.80666666666667,3.6666666666666665,5,2,3,523,Mới
2222,2015-12-28,2014-02-13,7,170.95000000000002,34,3,683,24.421428571428574,4.857142857142857,5,5,5,555,VIP
2225,2015-04-28,2014-09-29,4,82.5,23,247,211,20.625,5.75,2,3,3,233,Nguy cơ
2226,2015-03-09,2014-01-01,6,108.10000000000001,28,297,432,18.01666666666667,4.666666666666667,2,5,4,254,Nguy cơ
2227,2015-06-20,2015-06-07,2,27.700000000000003,10,194,13,13.850000000000001,5.0,2,1,1,211,Vãng lai
2228,2015-05-30,2014-10-25,2,45.66,10,215,217,22.83,5.0,2,1,2,212,Khác
2229,2015-12-22,2014-07-24,8,210.51,49,9,516,26.31375,6.125,5,5,5,555,VIP
2230,2015-05-28,2014-07-14,4,186.60000000000002,40,217,318,46.650000000000006,10.0,2,3,5,235,Nguy cơ
2231,2015-12-03,2014-03-27,6,109.2,23,28,616,18.2,3.8333333333333335,5,5,4,554,VIP
2232,2015-05-06,2014-01-25,5,155.7,32,239,466,31.139999999999997,6.4,2,4,5,245,Nguy cơ
2233,2015-08-28,2014-04-24,4,86.05,21,125,491,21.5125,5.25,3,3,3,333,Trung thành
2234,2015-12-24,2014-04-13,6,164.2,40,7,620,27.366666666666664,6.666666666666667,5,5,5,555,VIP
2235,2015-10-25,2014-10-10,6,113.35000000000001,26,67,380,18.89166666666667,4.333333333333333,4,5,4,454,VIP
2236,2015-02-03,2014-01-07,4,104.36,29,331,392,26.09,7.25,1,3,4,134,Nguy cơ
2237,2015-02-09,2014-01-01,4,89.6,20,325,404,22.4,5.0,1,3,4,134,Nguy cơ
2238,2015-12-06,2014-01-05,4,100.9,24,25,700,25.225,6.0,5,3,4,534,Trung thành
2239,2015-12-13,2014-11-23,3,69.41,23,18,385,23.136666666666667,7.666666666666667,5,2,3,523,Mới
2240,2015-12-01,2014-10-02,5,81.53999999999999,22,30,425,16.308,4.4,5,4,3,543,Trung thành
2241,2015-10-18,2014-01-22,4,78.89999999999999,16,74,634,19.724999999999998,4.0,4,3,3,433,Trung thành
2242,2015-06-05,2014-02-04,4,87.82,20,209,486,21.955,5.0,2,3,3,233,Nguy cơ
2243,2015-09-15,2014-10-01,4,74.9,16,107,349,18.725,4.0,3,3,3,333,Trung thành
2244,2015-03-29,2014-01-19,6,141.8,34,277,434,23.633333333333336,5.666666666666667,2,5,5,255,Nguy cơ
2245,2015-05-15,2014-02-19,4,98.56,18,230,450,24.64,4.5,2,3,4,234,Nguy cơ
2246,2015-08-29,2014-01-21,2,108.30000000000001,15,124,585,54.150000000000006,7.5,3,1,4,314,Khác
2247,2015-05-31,2014-08-11,3,68.15,20,214,293,22.71666666666667,6.666666666666667,2,2,3,223,Khác
2248,2015-03-17,2015-03-17,1,4.4,2,289,0,4.4,2.0,2,1,1,211,Vãng lai
2249,2015-05-29,2015-01-22,2,55.1,10,216,127,27.55,5.0,2,1,2,212,Khác
2250,2015-10-15,2015-10-04,2,73.4,18,77,11,36.7,9.0,4,1,3,413,Khác
2251,2015-06-23,2014-02-06,5,205.0,32,191,502,41.0,6.4,2,4,5,245,Nguy cơ
2252,2015-10-08,2014-03-10,6,131.17,38,84,577,21.861666666666665,6.333333333333333,4,5,5,455,VIP
2253,2015-07-21,2014-12-16,3,34.3,15,163,217,11.433333333333332,5.0,3,2,1,321,Khác
2254,2015-01-24,2014-01-30,5,135.7,24,341,359,27.139999999999997,4.8,1,4,5,145,Nguy cơ
2255,2015-12-18,2014-04-21,5,105.85000000000001,26,13,606,21.17,5.2,5,4,4,544,VIP
2256,2015-08-21,2014-08-02,4,85.35,20,132,384,21.3375,5.0,3,3,3,333,Trung thành
2257,2015-05-15,2014-06-27,4,64.9,15,230,322,16.225,3.75,2,3,3,233,Nguy cơ
2258,2014-10-19,2014-01-21,3,33.3,10,438,271,11.1,3.3333333333333335,1,2,1,121,Khác
2259,2014-06-16,2014-01-25,3,26.15,6,563,142,8.716666666666667,2.0,1,2,1,121,Khác
2260,2015-10-30,2015-06-27,3,62.75,16,62,125,20.916666666666668,5.333333333333333,4,2,3,423,Khác
2261,2015-06-29,2014-01-21,6,65.5,23,185,524,10.916666666666666,3.8333333333333335,3,5,3,353,Trung thành
2262,2015-11-04,2014-09-10,4,108.95,23,57,420,27.2375,5.75,4,3,4,434,Trung thành
2263,2015-07-02,2015-07-02,1,39.9,6,182,0,39.9,6.0,3,1,2,312,Khác
2264,2015-01-12,2014-07-22,3,59.2,14,353,174,19.733333333333334,4.666666666666667,1,2,2,122,Khác
2265,2015-09-25,2015-06-13,3,93.85,26,97,104,31.28333333333333,8.666666666666666,4,2,4,424,Khác
2266,2015-09-30,2014-08-30,2,86.3,21,92,396,43.15,10.5,4,1,3,413,Khác
2267,2015-11-11,2014-06-10,6,151.6,31,50,519,25.266666666666666,5.166666666666667,4,5,5,455,VIP
2269,2015-09-20,2014-01-05,3,81.9,15,102,623,27.3,5.0,4,2,3,423,Khác
2270,2015-09-30,2014-12-18,6,222.4,52,92,286,37.06666666666667,8.666666666666666,4,5,5,455,VIP
2271,2015-11-20,2014-02-03,11,240.2,73,41,655,21.836363636363636,6.636363636363637,5,5,5,555,VIP
2272,2015-09-05,2014-06-05,6,142.0,28,117,457,23.666666666666668,4.666666666666667,3,5,5,355,Trung thành
2273,2015-11-27,2014-08-14,7,89.0,26,34,470,12.714285714285714,3.7142857142857144,5,5,4,554,VIP
2274,2015-01-05,2014-02-22,5,79.34,20,360,317,15.868,4.0,1,4,3,143,Nguy cơ
2275,2015-08-02,2015-05-19,2,33.32,6,151,75,16.66,3.0,3,1,1,311,Vãng lai
2276,2015-01-11,2014-07-25,3,58.7,13,354,170,19.566666666666666,4.333333333333333,1,2,2,122,Khác
2277,2015-01-18,2014-03-13,3,89.46000000000001,17,347,311,29.820000000000004,5.666666666666667,1,2,4,124,Khác
2278,2015-08-10,2014-03-15,3,42.84,10,143,513,14.280000000000001,3.3333333333333335,3,2,2,322,Khác
2279,2014-11-25,2014-01-03,3,90.60000000000001,17,401,326,30.200000000000003,5.666666666666667,1,2,4,124,Khác
2280,2015-01-11,2014-12-11,2,35.5,7,354,31,17.75,3.5,1,1,1,111,Vãng lai
2281,2015-10-27,2015-10-27,1,53.7,5,65,0,53.7,5.0,4,1,2,412,Khác
2282,2015-05-11,2015-05-11,1,57.6,9,234,0,57.6,9.0,2,1,2,212,Khác
2283,2015-01-18,2014-11-22,2,38.42,13,347,57,19.21,6.5,1,1,2,112,Khác
2284,2015-03-18,2014-01-06,4,131.4,21,288,436,32.85,5.25,2,3,5,235,Nguy cơ
2285,2015-12-16,2014-07-06,2,26.2,8,15,528,13.1,4.0,5,1,1,511,Mới
2286,2015-12-04,2015-06-19,3,99.9,13,27,168,33.300000000000004,4.333333333333333,5,2,4,524,Mới
2287,2015-12-16,2014-05-04,4,84.19999999999999,17,15,591,21.049999999999997,4.25,5,3,3,533,Trung thành
2288,2015-05-31,2014-10-16,4,83.12,19,214,227,20.78,4.75,2,3,3,233,Nguy cơ
2289,2015-11-04,2014-02-05,7,137.84,34,57,637,19.69142857142857,4.857142857142857,4,5,5,455,VIP
2290,2015-09-10,2014-12-23,4,94.2,23,112,261,23.55,5.75,3,3,4,334,Trung thành
2291,2015-09-20,2014-03-26,5,97.85,21,102,543,19.57,4.2,4,4,4,444,VIP
2292,2015-03-25,2015-03-25,1,12.4,5,281,0,12.4,5.0,2,1,1,211,Vãng lai
2293,2015-12-19,2014-03-31,8,140.56,31,12,628,17.57,3.875,5,5,5,555,VIP
2294,2015-09-23,2014-01-08,9,202.0,48,99,623,22.444444444444443,5.333333333333333,4,5,5,455,VIP
